latitude,longitude
45.5314417,-122.6566817
45.5314467,-122.6567867
45.5314667,-122.65676
45.5314417,-122.6567867
45.531485,-122.6568283
45.531405,-122.65674
45.531455,-122.65662
45.5314667,-122.656185
45.5314117,-122.6566583
45.531385,-122.656745
45.5314017,-122.6567917
45.5314433,-122.6566883
45.531445,-122.65684
45.5314233,-122.6567833
45.5314317,-122.6566717
45.5314883,-122.6567667
45.5314333,-122.656835
45.5314683,-122.6566617
45.53146,-122.6568833
45.53145,-122.656755
45.5314267,-122.65677
45.5314217,-122.6567867
45.5314267,-122.6567683
45.5314217,-122.6567883
45.5314683,-122.6568483
45.5314433,-122.6567483
45.53142,-122.656665
45.5314767,-122.6566767
45.5314217,-122.65678
45.531435,-122.6567467
45.5314333,-122.6568567
45.531435,-122.6567983
45.5314617,-122.6567717
45.5315483,-122.6567967
45.5314383,-122.65664
45.5314267,-122.6568133
45.5314367,-122.65664
45.531455,-122.65668
45.5314883,-122.6568083
45.531435,-122.6568517
45.531435,-122.6566533
45.53142,-122.65668
45.5314317,-122.65671
45.5313967,-122.6567767
45.53143,-122.65677
45.5314083,-122.6567567
45.5314583,-122.6567067
45.5314317,-122.6568217
45.5314567,-122.656695
45.5314433,-122.65677
45.5314183,-122.6568333
45.5314017,-122.6567733
45.5314133,-122.6567617
45.5314117,-122.6567883
45.5314333,-122.6567517
45.531475,-122.6568433
45.5314817,-122.6568267
45.53143,-122.6568667
45.5314683,-122.656685
45.5314267,-122.656825
45.5314133,-122.656755
45.531435,-122.656835
45.5314517,-122.6568483
45.5314617,-122.6568317
45.5314017,-122.65671
45.5314333,-122.6567783
45.5314467,-122.6568333
45.5313933,-122.6568133
45.5314333,-122.65666
45.5314033,-122.6567583
45.5314533,-122.6568183
45.53145,-122.656785
45.5314583,-122.6566417
45.531415,-122.6567417
45.5313883,-122.6568633
45.5314483,-122.6567417
45.5314367,-122.6567933
45.531425,-122.6567567
45.5314367,-122.6566817
45.5314383,-122.6567867
45.5315067,-122.65668
45.531435,-122.6568367
45.53145,-122.6568283
45.5314683,-122.6567983
45.5314233,-122.656775
45.531425,-122.6566983
45.5314467,-122.6568367
45.531495,-122.6567417
45.531445,-122.6567367
45.53142,-122.6568483
45.531405,-122.6568367
45.53144,-122.6567683
45.53145,-122.6567767
45.5313983,-122.6568067
45.5314517,-122.6567883
45.531415,-122.65668
45.5314433,-122.6568433
45.53144,-122.65668
45.5314317,-122.6568233
45.5314133,-122.6567717
45.531425,-122.6568417
45.5314017,-122.65671
45.53142,-122.6567433
45.5314267,-122.656805
45.53152,-122.6567367
45.531445,-122.6567417
45.5314483,-122.65685
45.5314217,-122.6567533
45.5314583,-122.6567867
45.53142,-122.65666
45.5314217,-122.6568217
45.5314333,-122.656835
45.5314517,-122.6568233
45.5314917,-122.6561033
45.5314367,-122.6568483
45.5314583,-122.6568233
45.531435,-122.6567817
45.531445,-122.6567117
45.5314667,-122.6566617
45.5222717,-122.66587
45.5314233,-122.6567983
45.5314333,-122.6568017
45.5314333,-122.6568233
45.5314317,-122.656785
45.5314317,-122.6567967
45.5314417,-122.6568
45.5314617,-122.6568133
45.53147,-122.6567067
45.5314867,-122.6566733
45.53146,-122.656705
45.5314417,-122.6568117
45.531405,-122.6566967
45.5314233,-122.6567667
45.5314417,-122.6568383
45.53147,-122.6566967
45.53145,-122.65672
45.5314483,-122.6568317
45.531425,-122.6567667
45.53144,-122.6567683
45.53144,-122.6568717
45.53142,-122.656815
45.5314467,-122.6567267
45.531445,-122.6567367
45.5314017,-122.6567633
45.531425,-122.6567117
45.531445,-122.6566617
45.5314517,-122.6567767
45.5314,-122.6567133
45.5314267,-122.6568117
45.5314533,-122.656785
45.5314733,-122.656725
45.5314033,-122.6568
45.531425,-122.6567917
45.531435,-122.6566817
45.5314383,-122.6568783
45.5314533,-122.65662
45.5314433,-122.6567683
45.5314883,-122.6566867
45.531445,-122.6568183
45.5314467,-122.6567233
45.53145,-122.6566617
45.5314517,-122.6566933
45.531445,-122.656755
45.5314267,-122.656755
45.5314333,-122.6568117
45.531455,-122.6566917
45.5314283,-122.6567117
45.5314383,-122.6567433
45.5314033,-122.6567483
45.531445,-122.6567417
45.531405,-122.656835
45.53143,-122.6568333
45.5314317,-122.656655
45.53146,-122.6568083
45.5314733,-122.65666
45.5314233,-122.6567983
45.5314333,-122.6567783
45.5314383,-122.6568267
45.53143,-122.656775
45.5314233,-122.6567367
45.5313933,-122.65681
45.53143,-122.6564783
45.53145,-122.6567617
45.531475,-122.6566567
45.5314333,-122.6567083
45.53145,-122.6567183
45.5314433,-122.6567683
45.5314567,-122.6568417
45.5314467,-122.6568183
45.5314283,-122.65672
45.5314467,-122.6567667
45.5314467,-122.6568467
45.5314767,-122.656795
45.5314367,-122.6568517
45.5314283,-122.6567133
45.5314483,-122.6566217
45.5314583,-122.6566817
45.5314467,-122.65675
45.5314367,-122.656805
45.5314617,-122.6566633
45.531465,-122.6568233
45.5314117,-122.6567733
45.5314583,-122.6567133
45.5314233,-122.6567583
45.5314433,-122.6567883
45.531445,-122.6568133
45.5314583,-122.656695
45.5314467,-122.6567317
45.5313983,-122.6567867
45.5314367,-122.6567483
45.531425,-122.6567317
45.5314367,-122.6568167
45.5314533,-122.6566667
45.5314083,-122.6568067
45.5314417,-122.6568483
45.5314433,-122.6567417
45.53146,-122.6568017
45.5314417,-122.6565967
45.5314167,-122.656715
45.5314417,-122.6568033
45.5314233,-122.6567733
45.53145,-122.6566567
45.5314783,-122.6567983
45.5314567,-122.6567033
45.5314517,-122.6567933
45.5314267,-122.65665
45.531395,-122.6567833
45.5314383,-122.65681
45.5314383,-122.6567067
45.5314267,-122.6566133
45.5314133,-122.6568383
45.5314233,-122.6567967
45.5314917,-122.6561767
45.531435,-122.6568233
45.5314517,-122.6568333
45.5314217,-122.6567183
45.5314217,-122.656745
45.5314133,-122.656665
45.5314367,-122.6568533
45.531425,-122.6567867
45.5314617,-122.65665
45.5314217,-122.6568067
45.5314333,-122.65666
45.5314283,-122.6568083
45.5314517,-122.6568433
45.5314383,-122.6567667
45.531435,-122.65684
45.531425,-122.656785
45.5314467,-122.656705
45.5314117,-122.656825
45.5314117,-122.65674
45.5313933,-122.656745
45.5314383,-122.6565683
45.531405,-122.6567333
45.5314417,-122.656835
45.531445,-122.6567267
45.531415,-122.6567683
45.5314383,-122.6567083
45.5314133,-122.656825
45.53144,-122.6568017
45.53142,-122.656895
45.5314467,-122.656775
45.5314317,-122.6567317
45.5314233,-122.6568
45.5314333,-122.6568317
45.531405,-122.6568567
45.5314767,-122.6567517
45.5314233,-122.656745
45.5314167,-122.6568217
45.5314383,-122.6566933
45.53145,-122.6566767
45.5314633,-122.6566883
45.5314417,-122.65668
45.5314617,-122.65681
45.53141,-122.65684
45.53144,-122.6566483
45.5314333,-122.6568067
45.5314183,-122.6567767
45.5314317,-122.6566483
45.5314183,-122.6567533
45.531415,-122.6566917
45.5314167,-122.65675
45.53147,-122.6563067
45.5314167,-122.6568233
45.5314333,-122.65676
45.5314583,-122.6562683
45.53143,-122.6568633
45.5314517,-122.656795
45.531475,-122.6566233
45.53141,-122.6567833
45.5315017,-122.656135
45.5314017,-122.6568267
45.53146,-122.656805
45.5314217,-122.6567633
45.5314383,-122.656775
45.5314183,-122.65681
45.530105,-122.65513
45.5314433,-122.6566667
45.53142,-122.656785
45.53144,-122.656695
45.53141,-122.6566967
45.5314217,-122.6568333
45.5314683,-122.6567867
45.5314333,-122.65682
45.5314233,-122.6568083
45.5314467,-122.656705
45.5314317,-122.6567133
45.5314383,-122.6568033
45.5314283,-122.6567433
45.5314433,-122.6568
45.5314533,-122.6568267
45.5314217,-122.656775
45.53145,-122.65678
45.5314483,-122.65673
45.531445,-122.65679
45.531405,-122.656795
45.5314267,-122.6567917
45.5314283,-122.6568017
45.5315,-122.6563717
45.5314117,-122.65687
45.5314267,-122.6568667
45.53146,-122.6567967
45.53141,-122.6567833
45.5314017,-122.6567867
45.5314333,-122.6567917
45.531395,-122.6567667
45.5314883,-122.6561933
45.5314483,-122.656675
45.5314533,-122.6567117
45.53145,-122.6568483
45.53144,-122.6568117
45.5314033,-122.656705
45.53144,-122.6567833
45.5314217,-122.656805
45.5314067,-122.6568417
45.53145,-122.6567417
45.5314383,-122.6567317
45.5314367,-122.6568583
45.5314583,-122.65683
45.5314417,-122.65609
45.5314117,-122.6567867
45.5314,-122.6568433
45.5314367,-122.6568
45.53143,-122.6568467
45.5313967,-122.6567917
45.531475,-122.6567767
45.531415,-122.6567283
45.5314233,-122.6568167
45.5314533,-122.6566967
45.5314367,-122.65676
45.53142,-122.656835
45.5314183,-122.6567433
45.531485,-122.6562117
45.5314733,-122.6561783
45.5314367,-122.6566467
45.5314467,-122.6567817
45.5314217,-122.6568017
45.53139,-122.65676
45.5314183,-122.6568333
45.531415,-122.65665
45.53145,-122.6567317
45.5314033,-122.6567067
45.5314533,-122.6567783
45.53143,-122.6567367
45.5314,-122.6567817
45.5314417,-122.6567633
45.5314617,-122.6567033
45.531415,-122.6567667
45.5314133,-122.6567783
45.5313133,-122.65661
45.5314233,-122.6566183
45.5314267,-122.65668
45.5314083,-122.656705
45.5314117,-122.656785
45.5314167,-122.6568167
45.531425,-122.6568033
45.53142,-122.65678
45.5314183,-122.656845
45.5314467,-122.6568
45.5314283,-122.6568283
45.531455,-122.6568783
45.5314067,-122.6568067
45.531445,-122.6567833
45.5314133,-122.656785
45.5315117,-122.6567533
45.5314133,-122.656815
45.5314017,-122.65675
45.5314683,-122.6568583
45.5314483,-122.65676
45.5314133,-122.6567867
45.531425,-122.65682
45.5314567,-122.656515
45.5314383,-122.6568733
45.5314467,-122.6567967
45.5314567,-122.6568983
45.5314267,-122.65679
45.5314333,-122.6566967
45.5314183,-122.656775
45.5314367,-122.6566733
45.5314217,-122.6567767
45.5314367,-122.656685
45.5314567,-122.65669
45.5314667,-122.6563717
45.531445,-122.65678
45.53142,-122.6566867
45.53143,-122.6567733
45.5314467,-122.6567967
45.5313983,-122.656795
45.5314483,-122.6567583
45.5314167,-122.6567717
45.53144,-122.6566667
45.5313917,-122.656805
45.5314383,-122.6567733
45.53144,-122.656685
45.5314517,-122.656445
45.531465,-122.6568467
45.531435,-122.65678
45.531415,-122.6567583
45.5314367,-122.656815
45.5314283,-122.65673
45.53146,-122.65687
45.5314317,-122.65679
45.53143,-122.6568167
45.531415,-122.6568217
45.5314417,-122.6567883
45.5314383,-122.656835
45.5314133,-122.65667
45.5314,-122.6567917
45.5314333,-122.65675
45.5313983,-122.6568267
45.5314233,-122.6568117
45.5314033,-122.65675
45.531445,-122.6567233
45.5314,-122.6568
45.5314233,-122.6568067
45.5314717,-122.6567417
45.53145,-122.656785
45.5314567,-122.656775
45.5314467,-122.656665
